Brand,Description,Size,Annual_Demand,PurchasePrice,Holding_Cost,EOQ,ABC_Category,Review_Frequency,Safety_Stock_Level,Inventory_Strategy
21103,Farnum Hill Dooryard Still,750mL,20,7.89,1.578,112.5800658616094,C,Quarterly,Low,"Simple control, bulk ordering"
21105,Ken Volk Pnt Nr Cuvee St Mar,750mL,19,19.6,3.9200000000000004,69.6199596057783,C,Quarterly,Low,"Simple control, bulk ordering"
21109,Les Lauzeraies Tavel,750mL,7,7.33,1.4660000000000002,69.10063444545197,C,Quarterly,Low,"Simple control, bulk ordering"
21115,Wicked Smooth Merlot,750mL,20,5.29,1.058,137.49033305079908,C,Quarterly,Low,"Simple control, bulk ordering"
21117,Wicked Bright Pnt Gr Veneto,750mL,32,5.51,1.102,170.405729136922,C,Quarterly,Low,"Simple control, bulk ordering"
21123,Southern Right Svgn Bl,750mL,3,7.99,1.598,43.32835888138614,C,Quarterly,Low,"Simple control, bulk ordering"
21129,St Supery Svgn Bl Napa,750mL,269,11.56,2.3120000000000003,341.10039719832946,B,Monthly,Medium,Moderate control
21144,Cherry Tart Pnt Nr,750mL,70,12.49,2.498,167.39897829541098,C,Quarterly,Low,"Simple control, bulk ordering"
21145,David Girard Vyds Code Rouge,750mL,200,7.79,1.558,358.2871819500093,C,Quarterly,Low,"Simple control, bulk ordering"
21151,Flight Song Svgn Bl,750mL,84,6.57,1.314,252.83777534076947,C,Quarterly,Low,"Simple control, bulk ordering"
21155,Quinta do Crasto Douro S per,750mL,2,15.12,3.024,25.717224993681985,C,Quarterly,Low,"Simple control, bulk ordering"
21157,Huber Hugo Gruner Veltliner,750mL,51,7.38,1.476,185.88395715729553,C,Quarterly,Low,"Simple control, bulk ordering"
21159,Nyers Vyds Sage Canyon Red,750mL,5,13.1,2.62,43.685202833051896,C,Quarterly,Low,"Simple control, bulk ordering"
21160,Nyers Vyds Vista Luna Znfdl,750mL,10,14.56,2.9120000000000004,58.60090386731192,C,Quarterly,Low,"Simple control, bulk ordering"
21166,La Crema Pnt Nr Williamette,750mL,8,19.46,3.8920000000000003,45.3376053445278,C,Quarterly,Low,"Simple control, bulk ordering"
21168,Honoro Vera Merlot Jumilla,750mL,4,5.86,1.1720000000000002,58.420623783698595,C,Quarterly,Low,"Simple control, bulk ordering"
21169,Honoro Vera Organic Jumilla,750mL,28,5.59,1.118,158.2552454711733,C,Quarterly,Low,"Simple control, bulk ordering"
21172,Ornellaia Bolgheri 11,750mL,1,137.92,27.584,6.021038135738601,C,Quarterly,Low,"Simple control, bulk ordering"
21178,Sensi Dalcampo Chianti Rsva,750mL,1,9.03,1.806,23.531040266750583,C,Quarterly,Low,"Simple control, bulk ordering"
21179,Amapola Creek 09 Cab Svgn,750mL,3,40.26,8.052,19.302285912054575,C,Quarterly,Low,"Simple control, bulk ordering"
21181,Belaire Sparkling Rose,750mL,119,19.72,3.944,173.7020834449128,B,Monthly,Medium,Moderate control
21195,Paul Hobbs Las Piedras Cab S,750mL,4,120.68,24.136000000000003,12.873521038076534,C,Quarterly,Low,"Simple control, bulk ordering"
21196,Paul Hobbs Crossbarn Chard,750mL,11,17.33,3.4659999999999997,56.33548834924222,C,Quarterly,Low,"Simple control, bulk ordering"
21201,Bota Box Pnt Nr,3L,180,11.4,2.2800000000000002,280.9757434745082,B,Monthly,Medium,Moderate control
21208,Kendall Jackson Grand Rsv Ch,750mL,411,10.32,2.064,446.23750063922705,B,Monthly,Medium,Moderate control
21216,Il Poggione Monalcino Rsv 07,750mL,9,74.49,14.898,24.578607241885493,C,Quarterly,Low,"Simple control, bulk ordering"
21217,Copain Wentzel Pnt Nr,750mL,1,39.21,7.8420000000000005,11.292408519933923,C,Quarterly,Low,"Simple control, bulk ordering"
21218,Heitz Znfdl Ink Grade Vyd,750mL,42,17.44,3.4880000000000004,109.7327863661072,C,Quarterly,Low,"Simple control, bulk ordering"
21230,The Naked Grape Box Moscato,3L,3,11.84,2.368,35.59342484071871,C,Quarterly,Low,"Simple control, bulk ordering"
21231,La Marca Prosecco,187mL,557,3.08,0.6160000000000001,950.9052419777584,B,Monthly,Medium,Moderate control
21232,Barefoot Bubbly Prosecco,750mL,331,6.62,1.324,500.0,B,Monthly,Medium,Moderate control
21233,Cavicchioli Prosecco,750mL,336,7.53,1.5060000000000002,472.34264016825273,B,Monthly,Medium,Moderate control
21250,Bodega Garzon Albarino,750mL,12,9.73,1.9460000000000002,78.52703595022842,C,Quarterly,Low,"Simple control, bulk ordering"
21251,Renwood Old Vine Zinfandel,750mL,122,11.72,2.3440000000000003,228.13982898644826,C,Quarterly,Low,"Simple control, bulk ordering"
21252,Renwood BBQ Zinfandel,750mL,36,8.05,1.6100000000000003,149.53343588376802,C,Quarterly,Low,"Simple control, bulk ordering"
21254,Renwood Timberline Znfdl,750mL,286,14.28,2.856,316.4491365486861,B,Monthly,Medium,Moderate control
21259,Paul Hobbs Crossbarn Rose PN,750mL,4,12.66,2.532,39.74643167585821,C,Quarterly,Low,"Simple control, bulk ordering"
21260,Benvolio Toscana Rosso,750mL,36,8.78,1.756,143.1821879710043,C,Quarterly,Low,"Simple control, bulk ordering"
21267,Latour 13 Cuvee Bourgog Blnc,750mL,123,10.66,2.132,240.1922307076307,C,Quarterly,Low,"Simple control, bulk ordering"
21270,Kendall Jackson AVANT Svgn B,750mL,40,5.91,1.1820000000000002,183.95909204638758,C,Quarterly,Low,"Simple control, bulk ordering"
21271,Kentia Albarino Rias Baixas,750mL,67,9.2,1.8399999999999999,190.82202042285599,C,Quarterly,Low,"Simple control, bulk ordering"
21272,Comoloco Monastrell Jumilla,750mL,3,6.2,1.2400000000000002,49.186937683796465,C,Quarterly,Low,"Simple control, bulk ordering"
21273,Arindo Verdejo Rueda,750mL,18,7.14,1.428,112.27217828476796,C,Quarterly,Low,"Simple control, bulk ordering"
21277,Nicholson Ranch Chard Son Ct,750mL,271,13.79,2.758,313.4638869341932,B,Monthly,Medium,Moderate control
21280,Rodney Strong Bros Ridge Cab,750mL,2,47.09,9.418000000000001,14.572553378040144,C,Quarterly,Low,"Simple control, bulk ordering"
21281,Rodney Strong Rsv Alex Vy CS,750mL,30,32.23,6.446,68.22059089930038,C,Quarterly,Low,"Simple control, bulk ordering"
21282,Lunetta Rose Brut,750mL,1,7.99,1.598,25.015639663712996,C,Quarterly,Low,"Simple control, bulk ordering"
21284,Elk Cove Pinot Bl,750mL,15,11.99,2.398,79.08990249855556,C,Quarterly,Low,"Simple control, bulk ordering"
21286,Elk Cove Five Mtn Pnt Nr,750mL,8,31.97,6.394,35.371923536383306,C,Quarterly,Low,"Simple control, bulk ordering"
21287,Foley Johnson Cab Svgn,750mL,141,15.43,3.0860000000000003,213.75269324405292,B,Monthly,Medium,Moderate control
21300,Clos LaChance Meritage,750mL,13,6.8,1.36,97.76923610938036,C,Quarterly,Low,"Simple control, bulk ordering"
21308,Chloe Pnt Grigio,750mL,542,7.38,1.476,605.9774517972768,B,Monthly,Medium,Moderate control
21311,Cakebread Clrs Two Creeks 12,750mL,42,26.84,5.368,88.4541862776698,C,Quarterly,Low,"Simple control, bulk ordering"
21313,Kedem Concord Grape Kosher,750mL,24,3.92,0.784,174.9635530559413,C,Quarterly,Low,"Simple control, bulk ordering"
21317,Bartenura Moscato,750mL,226,9.33,1.866,348.0153499713029,B,Monthly,Medium,Moderate control
21318,Barefoot Refresh Crisp Red,750mL,12,3.94,0.788,123.40351046845906,C,Quarterly,Low,"Simple control, bulk ordering"
21319,Wlm Hill Est No Cst Svgn Bl,750mL,169,8.55,1.7100000000000002,314.3730417143384,C,Quarterly,Low,"Simple control, bulk ordering"
21320,Zion Dolev Muscato,750mL,13,7.09,1.4180000000000001,95.74884871908183,C,Quarterly,Low,"Simple control, bulk ordering"
21321,Rex Goliath Red Sangria,750mL,139,4.07,0.8140000000000001,413.233191747312,C,Quarterly,Low,"Simple control, bulk ordering"
21323,Rosatello Sweet Moscato,750mL,32,6.16,1.2320000000000002,161.16459280507604,C,Quarterly,Low,"Simple control, bulk ordering"
21325,Kim Crawford Pnt Gr Homstead,750mL,1,18.61,3.722,16.391240239301066,C,Quarterly,Low,"Simple control, bulk ordering"
21326,Kim Crawford Svgn Bl Sptfire,750mL,92,16.23,3.2460000000000004,168.35253332667963,C,Quarterly,Low,"Simple control, bulk ordering"
21329,Masi Campofiorin,750mL,363,10.52,2.104,415.36552229363735,B,Monthly,Medium,Moderate control
21333,Mas Carlot Marsanne Roussann,750mL,12,8.84,1.768,82.38525545716347,C,Quarterly,Low,"Simple control, bulk ordering"
21338,Vincent Delaporte Sancerre,750mL,31,12.98,2.596,109.27693435545466,C,Quarterly,Low,"Simple control, bulk ordering"
21339,Flowers Sonoma Cst Chard,1.5L,1,64.51,12.902000000000001,8.803826622526362,C,Quarterly,Low,"Simple control, bulk ordering"
21340,Flowers Sonoma Cst Pnt Nr,1.5L,3,66.66,13.332,15.000750056254688,C,Quarterly,Low,"Simple control, bulk ordering"
21341,Essenciel Paradis Prvnc Rose,750mL,70,8.55,1.7100000000000002,202.325659555628,C,Quarterly,Low,"Simple control, bulk ordering"
21342,Dom du Garde Temps Tour Rose,750mL,5,10.52,2.104,48.74859849793948,C,Quarterly,Low,"Simple control, bulk ordering"
21352,C Y Toro Don Melchr Cab Svgn,750mL,2,52.62,10.524000000000001,13.785565247679312,C,Quarterly,Low,"Simple control, bulk ordering"
21353,Smoking Loon Malbec Carancho,750mL,111,4.59,0.918,347.7283892346706,C,Quarterly,Low,"Simple control, bulk ordering"
21355,Cantina Gabriele Dolc White,750mL,5,7.04,1.4080000000000001,59.59141182784951,C,Quarterly,Low,"Simple control, bulk ordering"
21359,Stephen Vincent Pnt Nr,750mL,12,11.33,2.266,72.77138997289951,C,Quarterly,Low,"Simple control, bulk ordering"
21363,Perez Cruz Carmenere Ltd Ed,750mL,30,13.42,2.684,105.72297405446469,C,Quarterly,Low,"Simple control, bulk ordering"
21364,La Caplana Gavi di Gavi,750mL,34,10.34,2.068,128.22248555814198,C,Quarterly,Low,"Simple control, bulk ordering"
21366,Tamaya Svgn Bl,750mL,7,7.84,1.568,66.8153104781061,C,Quarterly,Low,"Simple control, bulk ordering"
21367,KJ Est 12 Chard Camelot High,750mL,17,20.4,4.08,64.54972243679029,C,Quarterly,Low,"Simple control, bulk ordering"
21369,Kendall Jackson Grand Pnt Nr,750mL,34,14.76,2.952,107.32015270279744,C,Quarterly,Low,"Simple control, bulk ordering"
21374,10 Span Chard CC,750mL,84,5.13,1.026,286.1316917596507,C,Quarterly,Low,"Simple control, bulk ordering"
21375,10 Span Cab Svgn CC,750mL,24,4.96,0.992,155.54275420956378,C,Quarterly,Low,"Simple control, bulk ordering"
21380,Bartenura Asti Spumante,750mL,8,12.57,2.5140000000000002,56.41081273265183,C,Quarterly,Low,"Simple control, bulk ordering"
21381,Barkan Clsc Cab Svgn,750mL,45,9.03,1.806,157.85101685321726,C,Quarterly,Low,"Simple control, bulk ordering"
21382,Barkan Clsc Merlot,750mL,26,9.08,1.816,119.65442163472309,C,Quarterly,Low,"Simple control, bulk ordering"
21383,Barkan Clsc Chard,750mL,3,9.26,1.852,40.24761372264411,C,Quarterly,Low,"Simple control, bulk ordering"
21384,Ch Ste Michelle Cold Ck Cab,750mL,9,17.12,3.4240000000000004,51.268944526849744,C,Quarterly,Low,"Simple control, bulk ordering"
21385,Ch Ste Michelle Cold Crk Cha,750mL,3,11.99,2.398,35.37007966412014,C,Quarterly,Low,"Simple control, bulk ordering"
21386,Segal's Cab Svgn Spcl Rsv Ga,750mL,6,13.54,2.708,47.070769185016815,C,Quarterly,Low,"Simple control, bulk ordering"
21407,Bartenura Ovidia Est Chianti,750mL,5,9.14,1.8280000000000003,52.299424081912996,C,Quarterly,Low,"Simple control, bulk ordering"
21408,Ramon Cardova Garnacha,750mL,10,11.99,2.398,64.57663497597784,C,Quarterly,Low,"Simple control, bulk ordering"
21409,Mumm Cordon Rouge Brut,1.5L,20,40.81,8.162,49.50131118334518,C,Quarterly,Low,"Simple control, bulk ordering"
21410,Goose Bay Svgn Bl,750mL,32,13.1,2.62,110.51579279910753,C,Quarterly,Low,"Simple control, bulk ordering"
21411,Segal's Fusion Chard/Colombd,750mL,8,10.52,2.104,61.66264159782074,C,Quarterly,Low,"Simple control, bulk ordering"
21412,Cesari Bardolino Chiaretto,750mL,90,5.29,1.058,291.66104054345084,C,Quarterly,Low,"Simple control, bulk ordering"
21413,Ch de Berne Rose,750mL,16,10.34,2.068,87.95989942670849,C,Quarterly,Low,"Simple control, bulk ordering"
21416,Round Hill Comm Man Wh Znfdl,750mL,24,4.05,0.81,172.13259316477408,C,Quarterly,Low,"Simple control, bulk ordering"
21419,Round Hill Comm Man Cab Svgn,750mL,36,5.47,1.094,181.4022165470701,C,Quarterly,Low,"Simple control, bulk ordering"
21420,Round Hill Common Man Chard,750mL,36,5.36,1.072,183.25416653445782,C,Quarterly,Low,"Simple control, bulk ordering"
21424,Tons de Durum Douro Red,750mL,11,8.1,1.62,82.40220541217403,C,Quarterly,Low,"Simple control, bulk ordering"
21426,Szigeti Gruner Velt Skt Brut,750mL,5,12.66,2.532,44.43786154513493,C,Quarterly,Low,"Simple control, bulk ordering"
21427,Verde Sole Chard,750mL,31,6.8,1.36,150.97720903188937,C,Quarterly,Low,"Simple control, bulk ordering"
21428,Verde Sole Petite Sirah,750mL,39,9.45,1.89,143.64860122855578,C,Quarterly,Low,"Simple control, bulk ordering"
21431,Ch Pape Clement Pess leognan,750mL,2,60.12,12.024000000000001,12.897053875568947,C,Quarterly,Low,"Simple control, bulk ordering"
21435,Ch Phelan Segur St Estephe,750mL,5,24.83,4.966,31.73084550693184,C,Quarterly,Low,"Simple control, bulk ordering"
21442,Chapoutier Cotes du Rhone R,750mL,44,8.66,1.7320000000000002,159.38681577809348,C,Quarterly,Low,"Simple control, bulk ordering"
21446,La Demoiselle Sociando Haut,750mL,1,17.0,3.4000000000000004,17.149858514250884,C,Quarterly,Low,"Simple control, bulk ordering"
21447,Ch Leoville Barton St Julien,750mL,2,59.99,11.998000000000001,12.911020450562603,C,Quarterly,Low,"Simple control, bulk ordering"
21449,Chateau d'Issan Margaux,750mL,7,36.23,7.2459999999999996,31.081348661411074,C,Quarterly,Low,"Simple control, bulk ordering"
21458,Ch Langoa Barton St Julien,750mL,1,45.63,9.126000000000001,10.467904883688794,C,Quarterly,Low,"Simple control, bulk ordering"
21461,Ch Rayne Vigneau Sauternes,750mL,4,39.99,7.998000000000001,22.36347538415741,C,Quarterly,Low,"Simple control, bulk ordering"
21463,Chateau Pontet Canet Pauilac,750mL,3,95.23,19.046000000000003,12.550433802782843,C,Quarterly,Low,"Simple control, bulk ordering"
21468,La Chapelle de la Mission Ha,750mL,2,54.48,10.896,13.548195365085121,C,Quarterly,Low,"Simple control, bulk ordering"
21469,St Supery Cab Svgn,750mL,352,19.6,3.9200000000000004,299.65967090575754,A,Weekly,High,"Tight control, frequent replenishment"
21471,Ch Haut Marbuzet St Estephe,750mL,1,30.32,6.064,12.841637423437852,C,Quarterly,Low,"Simple control, bulk ordering"
21473,Ch Malartic-Lagraviere Rouge,750mL,2,38.81,7.7620000000000005,16.051964057894892,C,Quarterly,Low,"Simple control, bulk ordering"
21475,Ch St Jean Cinq Cep Cab Svgn,750mL,2,55.17,11.034,13.463206528700322,C,Quarterly,Low,"Simple control, bulk ordering"
21481,Chateau Giscours Margaux,750mL,2,34.01,6.802,17.14733703242968,C,Quarterly,Low,"Simple control, bulk ordering"
21485,Ch Lynch Moussas Pauilac,750mL,14,23.22,4.644,54.90576062241803,C,Quarterly,Low,"Simple control, bulk ordering"
21502,Cambridge Chard Carneros,750mL,22,11.33,2.266,98.53292781642931,C,Quarterly,Low,"Simple control, bulk ordering"
21503,Cambrige Meritage Napa Vly,750mL,2,13.42,2.684,27.2975545216307,C,Quarterly,Low,"Simple control, bulk ordering"
21504,Ponte Vinho Verde,750mL,12,6.8,1.36,93.93364366277241,C,Quarterly,Low,"Simple control, bulk ordering"
21510,Mezzacorona Cab Svgn,1.5L,195,7.48,1.4960000000000002,361.03683133842134,C,Quarterly,Low,"Simple control, bulk ordering"
21517,Riunite Lambrusco Cuties,187mL,30,5.06,1.012,172.17511078754546,C,Quarterly,Low,"Simple control, bulk ordering"
21519,Copain Monument Tree Pnt Nr,750mL,1,32.89,6.578,12.329715777434853,C,Quarterly,Low,"Simple control, bulk ordering"
21520,Merriam Cuvee Pnt Nr RRV,750mL,11,16.12,3.224,58.411562810587306,C,Quarterly,Low,"Simple control, bulk ordering"
21526,Listel Grain de Gris Rose,750mL,12,6.66,1.332,94.91579957524989,C,Quarterly,Low,"Simple control, bulk ordering"
21529,Ch St Sulpice Rose 13,750mL,5,8.44,1.688,54.425043023013515,C,Quarterly,Low,"Simple control, bulk ordering"
21533,10 Span Pnt Nr CC,750mL,31,5.13,1.026,173.82297014855965,C,Quarterly,Low,"Simple control, bulk ordering"
21534,Broadbent Vinho Verde Rose,750mL,31,6.66,1.332,152.55580380068557,C,Quarterly,Low,"Simple control, bulk ordering"
21538,La Merika Cab Svgn CC,750mL,3,9.52,1.904,39.694209301872235,C,Quarterly,Low,"Simple control, bulk ordering"
21552,Vindicated Cab Svgn,750mL,108,12.9,2.58,204.59830184114205,C,Quarterly,Low,"Simple control, bulk ordering"
21561,Talley Vyds Chard,750mL,22,14.86,2.972,86.03733265877284,C,Quarterly,Low,"Simple control, bulk ordering"
21562,Talley Vyds Pnt Nr,750mL,10,19.35,3.8700000000000006,50.832856777534886,C,Quarterly,Low,"Simple control, bulk ordering"
21564,Folk Machine Parts & Labor R,750mL,2,10.4,2.08,31.008683647302114,C,Quarterly,Low,"Simple control, bulk ordering"
21573,Casal Garcia Vinho Verde Ros,750mL,97,4.76,0.952,319.203314993001,C,Quarterly,Low,"Simple control, bulk ordering"
21576,Chalk Hill Chard,750mL,129,11.91,2.382,232.714785272949,B,Monthly,Medium,Moderate control
21581,Epiphany Revelation,750mL,25,19.59,3.918,79.8799507632916,C,Quarterly,Low,"Simple control, bulk ordering"
21583,The Big Easy Red,750mL,16,15.48,3.096,71.88851546895894,C,Quarterly,Low,"Simple control, bulk ordering"
21592,Veuve du Vernay Brut Rose,750mL,6,6.7,1.34,66.91496051182058,C,Quarterly,Low,"Simple control, bulk ordering"
21593,Melini Orvieto Clsc Orzalume,750mL,1,5.51,1.102,30.123761656438894,C,Quarterly,Low,"Simple control, bulk ordering"
21595,Veuve du Vernay Sprklng Brut,750mL,136,3.54,0.7080000000000001,438.28118312360385,C,Quarterly,Low,"Simple control, bulk ordering"
21596,Siduri Pnt Nr Sonoma Cst,750mL,260,14.56,2.9120000000000004,298.80715233359837,B,Monthly,Medium,Moderate control
21609,Josh Cellars Legacy Red,750mL,522,9.58,1.9160000000000001,521.9603325220352,A,Weekly,High,"Tight control, frequent replenishment"
21614,Billette Bousquet Prov Rose,750mL,2,8.16,1.6320000000000001,35.00700210070025,C,Quarterly,Low,"Simple control, bulk ordering"
21615,Moonstone Coc Lemongras Sake,300mL,30,4.79,0.9580000000000001,176.9611259104872,C,Quarterly,Low,"Simple control, bulk ordering"
21616,Moonstone Plum Sake,300mL,3,1.31,0.262,107.00645625096325,C,Quarterly,Low,"Simple control, bulk ordering"
21617,Querry Cider,750mL,82,4.79,0.9580000000000001,292.56621397828326,C,Quarterly,Low,"Simple control, bulk ordering"
21622,Lima Loureiro Vino Verde DOC,750mL,9,5.8,1.16,88.08303292720552,C,Quarterly,Low,"Simple control, bulk ordering"
21625,Kirkland Signature Chard 12,750mL,1,10.66,2.132,21.6574040912105,C,Quarterly,Low,"Simple control, bulk ordering"
21627,Ferrari Carano Pnt Grigio,750mL,99,10.27,2.054,219.5418793903153,C,Quarterly,Low,"Simple control, bulk ordering"
21632,Simi Chard Sonoma Cty,375mL,4,7.38,1.476,52.05792062953535,C,Quarterly,Low,"Simple control, bulk ordering"
21634,Estancia Rsv Meritage Paso R,1.5L,5,30.4,6.08,28.67696673382022,C,Quarterly,Low,"Simple control, bulk ordering"
21645,Foxen Chard Block UU,750mL,5,18.82,3.7640000000000002,36.44686639668973,C,Quarterly,Low,"Simple control, bulk ordering"
21672,Peachy Canyon Westside Znfdl,750mL,47,11.33,2.266,144.01872978124163,C,Quarterly,Low,"Simple control, bulk ordering"
21673,Juan Gil Dry Wh Muscat Jumil,750mL,4,6.45,1.29,55.68460463897045,C,Quarterly,Low,"Simple control, bulk ordering"
21685,Cameron Hughes Cam Col Cab S,750mL,162,9.39,1.8780000000000001,293.7038999241769,C,Quarterly,Low,"Simple control, bulk ordering"
21686,Cameron Hughes Cam Coll Char,750mL,5,9.08,1.816,52.471935020139185,C,Quarterly,Low,"Simple control, bulk ordering"
21690,Kenwood Chard 12,750mL,187,5.55,1.11,410.44910582003763,C,Quarterly,Low,"Simple control, bulk ordering"
21691,Tracia Syrah,750mL,6,5.17,1.034,76.17550741785384,C,Quarterly,Low,"Simple control, bulk ordering"
21693,Chalk Hill Pnt Nr RRV,750mL,55,23.17,4.634,108.9440033077143,C,Quarterly,Low,"Simple control, bulk ordering"
21699,Terra de Touros White,750mL,142,2.39,0.47800000000000004,545.0423191891736,C,Quarterly,Low,"Simple control, bulk ordering"
21700,Ram Island Lavender Lemonade,500mL,23,4.05,0.81,168.50834320114555,C,Quarterly,Low,"Simple control, bulk ordering"
21711,Shardana Valli Di Porto Pino,750mL,3,16.66,3.3320000000000003,30.00600180060021,C,Quarterly,Low,"Simple control, bulk ordering"
21729,Santi Pinot Grigio Delle Ve,750mL,52,8.16,1.6320000000000001,178.50138682385415,C,Quarterly,Low,"Simple control, bulk ordering"
21730,Ch Les Ormes Saint-Julien,750mL,18,38.4,7.68,48.41229182759271,C,Quarterly,Low,"Simple control, bulk ordering"
21731,Ch Moulin de la Rose St-Juln,750mL,12,45.94,9.188,36.139332746385065,C,Quarterly,Low,"Simple control, bulk ordering"
21732,Terre du Lion Saint-Julien,750mL,12,25.97,5.194,48.06618463646094,C,Quarterly,Low,"Simple control, bulk ordering"
21733,Dom Fond Croze CdR Serra Grd,750mL,12,8.78,1.756,82.66627476821893,C,Quarterly,Low,"Simple control, bulk ordering"
21734,Gr Montmirail Muscat Venise,375mL,20,13.69,2.738,85.46696378833458,C,Quarterly,Low,"Simple control, bulk ordering"
21735,Millet Roger Sancerrre,750mL,95,17.56,3.512,164.46918828527245,C,Quarterly,Low,"Simple control, bulk ordering"
21737,Paul Hobbs Beckstoffer Cab S,750mL,1,120.8,24.16,6.433562658187235,C,Quarterly,Low,"Simple control, bulk ordering"
21750,Santos Sangria,1.5L,62,6.84,1.368,212.88879121950168,C,Quarterly,Low,"Simple control, bulk ordering"
21752,Flag Hill Cayuga White,750mL,170,7.58,1.516,334.8689343104656,C,Quarterly,Low,"Simple control, bulk ordering"
21761,Ch Riotor Rose Cotes de Prov,750mL,2,11.03,2.206,30.11010318298389,C,Quarterly,Low,"Simple control, bulk ordering"
21769,Eden Sparkling Cider,375mL,14,5.98,1.1960000000000002,108.1928168536576,C,Quarterly,Low,"Simple control, bulk ordering"
21783,Grape Time Winery Amarone,750mL,32,8.7,1.74,135.61270072416207,C,Quarterly,Low,"Simple control, bulk ordering"
21784,Grape Time Winery Rsl Granny,750mL,77,8.66,1.7320000000000002,210.84893840565059,C,Quarterly,Low,"Simple control, bulk ordering"
21789,Carpene Malvolti Sprklg Rose,750mL,21,13.69,2.738,87.57757700551163,C,Quarterly,Low,"Simple control, bulk ordering"
21795,Canyon Rd Cab Svgn,750mL,174,3.24,0.6480000000000001,518.1877251716008,C,Quarterly,Low,"Simple control, bulk ordering"
21813,Canyon Rd Chard,750mL,304,3.19,0.638,690.2818469387458,C,Quarterly,Low,"Simple control, bulk ordering"
21814,Hartford OV Znfdl RRV,750mL,7,21.19,4.238,40.64138913248679,C,Quarterly,Low,"Simple control, bulk ordering"
21824,Taken Red Napa,750mL,91,16.89,3.378,164.1310975102617,C,Quarterly,Low,"Simple control, bulk ordering"
21830,Buoncristiani Family Red OPC,750mL,2,32.25,6.45,17.609018126512474,C,Quarterly,Low,"Simple control, bulk ordering"
21831,Buoncristiani Family Chard,750mL,2,23.22,4.644,20.75242687882301,C,Quarterly,Low,"Simple control, bulk ordering"
21832,Dom Bousquet Cab Svgn Rsv,750mL,27,10.45,2.09,113.66028456361236,C,Quarterly,Low,"Simple control, bulk ordering"
21833,Frey Vyds Organic Blanc,750mL,2,8.78,1.756,33.74836535314135,C,Quarterly,Low,"Simple control, bulk ordering"
21834,Meiomi Chard,750mL,118,10.52,2.104,236.81986865572335,C,Quarterly,Low,"Simple control, bulk ordering"
21836,Merriam Pnt Nr Cuvee RRV,750mL,111,15.03,3.0060000000000002,192.1617748268131,B,Monthly,Medium,Moderate control
21837,Gerard Bertrand Gr Teroir Rd,750mL,8,8.21,1.6420000000000003,69.8004812759776,C,Quarterly,Low,"Simple control, bulk ordering"
21849,Attems Pnt Grigio Ramato,750mL,35,11.72,2.3440000000000003,122.19550161251628,C,Quarterly,Low,"Simple control, bulk ordering"
21854,Signorello's Cab Svgn Napa,750mL,4,41.09,8.218000000000002,22.062103984478718,C,Quarterly,Low,"Simple control, bulk ordering"
21859,Tiefenbrunner Pnt Grigio,750mL,277,8.49,1.6980000000000002,403.89738518845724,B,Monthly,Medium,Moderate control
21860,Le Grande Courtage Brut,750mL,1,10.96,2.192,21.358941442919022,C,Quarterly,Low,"Simple control, bulk ordering"
21861,Diseno Red Blend Mendoza,750mL,110,6.62,1.324,288.2387395840102,C,Quarterly,Low,"Simple control, bulk ordering"
21864,Dom Carneros Brut,750mL,185,15.23,3.0460000000000003,246.4455125911137,B,Monthly,Medium,Moderate control
21884,St Julien Rose CDR,750mL,38,2.36,0.472,283.74015326751197,C,Quarterly,Low,"Simple control, bulk ordering"
21951,Ruffino Aziano Chianti Clsc,750mL,573,8.27,1.654,588.5854992808813,B,Monthly,Medium,Moderate control
21957,Cooks Spumante,750mL,87,4.82,0.9640000000000001,300.4146511999734,C,Quarterly,Low,"Simple control, bulk ordering"
21959,Le Grande Courtage Brut,187mL,25,3.76,0.752,182.3312393723682,C,Quarterly,Low,"Simple control, bulk ordering"
21960,Le Grande Courtage Rose,187mL,36,4.02,0.8039999999999999,211.6036847575795,C,Quarterly,Low,"Simple control, bulk ordering"
21965,Marques de Caceres Blanco Wh,750mL,345,4.69,0.9380000000000002,606.4683321931093,B,Monthly,Medium,Moderate control
21975,Trim Cabernet Sauvignon,750mL,36,8.49,1.6980000000000002,145.607051434887,C,Quarterly,Low,"Simple control, bulk ordering"
21977,Massolino Barolo Margheria,750mL,7,45.2,9.040000000000001,27.82689855492057,C,Quarterly,Low,"Simple control, bulk ordering"
21979,Massolino Dolcetto D'Alba,750mL,26,11.64,2.3280000000000003,105.680579482349,C,Quarterly,Low,"Simple control, bulk ordering"
21980,Massolino Barolo Parussi,750mL,11,44.59,8.918000000000001,35.12065513531726,C,Quarterly,Low,"Simple control, bulk ordering"
21981,Massolino Barolo Serralunga,750mL,27,25.97,5.194,72.0992769546914,C,Quarterly,Low,"Simple control, bulk ordering"
21983,Massolino Barbera D'Alba,750mL,32,11.68,2.336,117.04114719613057,C,Quarterly,Low,"Simple control, bulk ordering"
21985,Menage a Trois Midnight,750mL,1681,6.59,1.318,1129.3437470220413,A,Weekly,High,"Tight control, frequent replenishment"
21992,Art of Eart Montepulciano d',750mL,74,5.26,1.052,265.2210499247635,C,Quarterly,Low,"Simple control, bulk ordering"
22000,Cooks Brut,1.5L,25,7.33,1.4660000000000002,130.58792441389255,C,Quarterly,Low,"Simple control, bulk ordering"
22004,Smashberry Red,750mL,68,3.91,0.782,294.88391230979425,C,Quarterly,Low,"Simple control, bulk ordering"
